,name,prompt,style,class,quality_mos,authenticity_mos,correspondence_mos,quality_std,authenticity_std,correspondence_std
667,667.png,the word 'START',Writing & Symbols,Illustrations,52.11198549,61.90551372,52.03155268,1.201850425,0.855585264,1.119210248
668,668.png,"a yellow wall with 'Hello, world.' written on it",Writing & Symbols,Indoor Scenes,53.09007143,51.92868018,52.96786295,0.809302638,1.190974833,1.190974833
669,669.png,"a yellow wall with 'Hello, world.' written on it",Writing & Symbols,Indoor Scenes,55.31787233,53.54735131,47.13242916,1.174285897,1.165287405,1.225818738
670,670.png,"a yellow wall with 'Hello, world.' written on it",Writing & Symbols,Indoor Scenes,51.87420887,53.13509081,48.28113404,0.745355992,0.705036186,0.988086934
671,671.png,"a yellow wall with 'Hello, world.' written on it",Writing & Symbols,Indoor Scenes,43.47861317,44.04523488,44.55943745,1.011628298,1.046296728,0.88257995
672,672.png,a store front with 'Grassy Meadow' written on it,Writing & Symbols,Outdoor Scenes,67.4251529,67.33400946,53.65691963,1.043185168,0.937595311,1.190974833
673,673.png,a store front with 'Grassy Meadow' written on it,Writing & Symbols,Outdoor Scenes,60.70409053,58.45828776,51.29771055,1.341640786,1.276302225,1.209610638
674,674.png,a store front with 'Grassy Meadow' written on it,Writing & Symbols,Outdoor Scenes,64.08160745,59.82945426,47.97146573,0.970319776,0.964274111,1.142481141
675,675.png,a store front with 'Grassy Meadow' written on it,Writing & Symbols,Outdoor Scenes,54.30990313,53.63566126,46.61442469,1.446411167,1.424411236,1.273205652
676,676.png,A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon.,Writing & Symbols,World Knowledge,64.66812212,61.71249126,51.44002116,1.054092553,1.301820588,1.209610638
677,677.png,A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon.,Writing & Symbols,World Knowledge,61.18194707,61.54329054,48.48380323,1.002919714,1.070606758,0.933302004
678,678.png,A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon.,Writing & Symbols,World Knowledge,55.75224037,55.25429795,44.72588892,1.332784975,1.119210248,0.895080773
679,679.png,A green sign that says "Very Deep Learning" and is at the edge of the Grand Canyon.,Writing & Symbols,World Knowledge,63.58505656,62.65962891,53.11593133,1.071152847,1.069923755,1.165287405
680,680.png,Four cats surrounding a dog,Quantity,Animals,56.33365965,56.22149091,51.61582707,0.766964989,0.618346942,0.676399542
681,681.png,Four cats surrounding a dog,Quantity,Animals,59.65708086,58.55569897,58.06321106,1.145931017,1.225818738,0.940324692
682,682.png,Four cats surrounding a dog,Quantity,Animals,50.43500219,41.84484818,41.7705206,1.252366182,1.446411167,1.056309365
683,683.png,Four cats surrounding a dog,Quantity,Animals,54.96121213,52.50989608,53.89010436,1.251315098,1.190974833,0.898341552
684,684.png,three children on a couch,Quantity,People,54.48705349,52.15827962,56.18340972,1.436369693,1.316894273,1.341640786
685,685.png,three children on a couch,Quantity,People,51.01468875,43.46789597,55.37600914,1.099042646,0.826442095,1.019545823
686,686.png,three children on a couch,Quantity,People,54.10644072,41.34932488,58.17085101,1.089422831,1.039989878,1.020262551
687,687.png,three children on a couch,Quantity,People,56.11304578,50.62394078,57.7739854,1.308876577,1.361114095,1.308876577
688,688.png,two motorcycles facing each other,Quantity,Vehicles,56.87052296,55.26481435,55.49815142,1.187655807,1.29269201,1.417930293
689,689.png,two motorcycles facing each other,Quantity,Vehicles,57.40917631,64.4504713,56.70929374,1.468081455,0.994134847,1.341640786
690,690.png,two motorcycles facing each other,Quantity,Vehicles,58.52746752,62.8574565,56.19247624,1.276302225,1.108183277,1.308876577
691,691.png,two motorcycles facing each other,Quantity,Vehicles,56.35941956,56.41369195,62.98920461,1.273205652,1.225818738,0.963381843
692,692.png,two red balls on a table,Quantity,Artifacts,57.72075333,56.94075081,53.76782445,1.569445091,1.348488433,1.424411236
693,693.png,two red balls on a table,Quantity,Artifacts,48.60709951,50.35709604,48.56570256,1.208522369,1.308876577,1.164157703
694,694.png,two red balls on a table,Quantity,Artifacts,61.54316802,55.48977547,58.8237924,0.991189256,1.164157703,1.39548143
695,695.png,two red balls on a table,Quantity,Artifacts,54.13737611,44.40375034,50.99791781,1.105012503,0.855585264,1.209610638
696,696.png,ten red apples,Quantity,Produce & Plants,64.63950184,63.10453877,52.65910013,1.025978352,1.361114095,1.050062655
697,697.png,ten red apples,Quantity,Produce & Plants,65.41426526,60.85497351,55.66506514,1.055641551,1.353358396,1.301820588
698,698.png,ten red apples,Quantity,Produce & Plants,60.17549688,53.93031206,50.5606553,1.116070802,1.333771858,0.764719113
699,699.png,ten red apples,Quantity,Produce & Plants,67.17567957,67.93116894,55.24923125,0.917662935,1.014514547,1.251315098
700,700.png,three green peppers,Quantity,Food & Beverage,64.16528717,66.25425481,65.1055125,1.145931017,1.169795304,1.169795304
701,701.png,three green peppers,Quantity,Food & Beverage,63.20870652,62.52942574,66.69492251,1.268027893,1.409553867,1.234376041
702,702.png,three green peppers,Quantity,Food & Beverage,61.68997299,57.97727289,63.66071911,1.08417646,1.394538218,1.149624907
703,703.png,three green peppers,Quantity,Food & Beverage,59.30469705,63.78629997,66.5946256,1.460893742,1.333771858,1.136708082
704,704.png,three small yellow boxes,Quantity,Illustrations,59.55959349,60.42549016,69.32969163,1.353358396,1.353358396,0.70188821
705,705.png,three small yellow boxes,Quantity,Illustrations,49.8456367,59.44293263,64.21868627,1.268027893,1.192079121,0.936585812
706,706.png,three small yellow boxes,Quantity,Illustrations,67.03519504,62.63075591,68.15968333,0.963381843,1.301820588,0.958190302
707,707.png,three small yellow boxes,Quantity,Illustrations,58.62307541,59.40946427,62.77396387,1.431782106,1.431782106,1.482352327
708,708.png,two pianos next to each other,Quantity,Indoor Scenes,68.66243502,65.74083768,69.7521249,0.805681579,1.209610638,0.71228712
709,709.png,two pianos next to each other,Quantity,Indoor Scenes,57.7001255,59.75301823,63.99178753,1.276302225,1.35627198,1.165287405
710,710.png,two pianos next to each other,Quantity,Indoor Scenes,51.4984213,50.31743393,47.30284801,1.076055174,1.182103388,1.225818738
711,711.png,two pianos next to each other,Quantity,Indoor Scenes,60.6892023,61.43898002,62.27070365,1.031095483,1.056862841,1.056309365
712,712.png,a tennis court with three yellow cones on it,Quantity,Outdoor Scenes,58.57320308,54.10556073,45.83559163,1.357241785,1.447320573,0.945905303
713,713.png,a tennis court with three yellow cones on it,Quantity,Outdoor Scenes,53.28740268,52.98445394,55.85022485,1.268027893,0.725357699,1.128576187
714,714.png,a tennis court with three yellow cones on it,Quantity,Outdoor Scenes,55.65067524,50.30779411,55.89535226,1.218281793,1.386969434,1.208522369
715,715.png,a tennis court with three yellow cones on it,Quantity,Outdoor Scenes,53.36486569,50.34795769,43.36204497,1.089422831,1.165287405,0.945905303
716,716.png,Times Square with thousands of dogs running around,Quantity,World Knowledge,44.39636602,47.91020826,41.60507134,1.011628298,1.273205652,1.031662486
717,717.png,Times Square with thousands of dogs running around,Quantity,World Knowledge,57.31318571,47.17140516,51.14152837,0.901590537,0.841191024,1.242521488
718,718.png,Times Square with thousands of dogs running around,Quantity,World Knowledge,50.8017079,46.39637334,52.45355185,1.316894273,1.190974833,1.213953957
719,719.png,Times Square with thousands of dogs running around,Quantity,World Knowledge,56.58241697,52.11419703,53.24776838,1.182103388,1.35627198,1.169795304
720,720.png,view of a giraffe and a zebra in the middle of a field,Perspective,Animals,60.1031826,50.87151007,56.09737412,0.766964989,0.967906042,1.260743306
721,721.png,view of a giraffe and a zebra in the middle of a field,Perspective,Animals,63.56454343,61.66283413,59.36230736,1.039989878,1.070606758,1.277332747
722,722.png,view of a giraffe and a zebra in the middle of a field,Perspective,Animals,58.70542298,55.46534028,60.94408768,0.945905303,0.917662935,0.988086934
723,723.png,view of a giraffe and a zebra in the middle of a field,Perspective,Animals,58.72631957,62.92552556,58.34660424,1.316894273,0.966545667,1.020262551
724,724.png,two people facing each other,Perspective,People,64.23346571,58.85996955,62.97714702,1.099042646,1.432700799,1.118687619
725,725.png,two people facing each other,Perspective,People,60.77336588,63.23709012,61.54327073,1.592746717,1.399247918,1.371706582
726,726.png,two people facing each other,Perspective,People,53.51204042,49.73874744,59.00659632,1.165287405,1.174285897,1.394538218
727,727.png,two people facing each other,Perspective,People,56.98224486,61.28096649,60.10167559,1.429022485,1.308876577,1.465390194
728,728.png,an overhead view of a pickup truck with boxes in its flatbed,Perspective,Vehicles,58.51755623,56.5117689,58.50141086,1.017392608,1.225818738,1.316894273
729,729.png,an overhead view of a pickup truck with boxes in its flatbed,Perspective,Vehicles,60.98850504,63.07462494,64.00823268,1.011628298,1.002919714,1.014514547
730,730.png,an overhead view of a pickup truck with boxes in its flatbed,Perspective,Vehicles,60.88010974,59.47650714,56.5509235,1.002919714,1,1.218281793
731,731.png,an overhead view of a pickup truck with boxes in its flatbed,Perspective,Vehicles,56.83225969,52.62840452,55.79944529,1.569445091,1.234376041,1.531253357
732,732.png,view of a clock tower from above,Perspective,Artifacts,58.54893,61.24092272,61.5598584,1.099042646,0.955133866,1.174285897
733,733.png,view of a clock tower from above,Perspective,Artifacts,54.95755526,57.02308063,58.54719724,1.281446551,1.332784975,1.313893371
734,734.png,view of a clock tower from above,Perspective,Artifacts,56.67255985,53.58329131,58.17479205,0.955133866,1.209610638,0.964274111
735,735.png,view of a clock tower from above,Perspective,Artifacts,51.72977033,48.91515417,52.82477725,1.190974833,1.208522369,1.234376041
736,736.png,a cross-section view of a walnut,Perspective,Produce & Plants,59.88205542,54.6059223,55.50737013,1.050062655,1.165287405,1.251315098
737,737.png,a cross-section view of a walnut,Perspective,Produce & Plants,55.60436697,58.20786204,56.16242802,1.251315098,1.011628298,1.313893371
738,738.png,a cross-section view of a walnut,Perspective,Produce & Plants,59.90104265,57.8491955,55.9316475,1.465390194,1.316894273,1.460893742
739,739.png,a cross-section view of a walnut,Perspective,Produce & Plants,62.91351161,57.1842549,57.64896198,0.832352364,1.182103388,1.231174023
740,740.png,a close-up of an old-fashioned cocktail,Perspective,Food & Beverage,67.79567088,73.71914172,63.49184265,1.151657844,0.707106781,1.039989878
741,741.png,a close-up of an old-fashioned cocktail,Perspective,Food & Beverage,51.32163552,50.94102564,51.35338604,1.234376041,1.196486083,1.372665482
742,742.png,a close-up of an old-fashioned cocktail,Perspective,Food & Beverage,55.60620424,52.97025252,56.64246526,1.174285897,1.394538218,1.348488433
743,743.png,a close-up of an old-fashioned cocktail,Perspective,Food & Beverage,55.23724813,55.0694681,53.13897048,1.301820588,1.251315098,1.119210248
744,744.png,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.,Perspective,Illustrations,55.68146066,51.30630376,53.91999179,0.955133866,1.050062655,1.151657844
745,745.png,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.,Perspective,Illustrations,61.99070475,55.33757209,50.73291893,0.933458638,1.23969436,0.988086934
746,746.png,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.,Perspective,Illustrations,47.26898586,46.49011934,42.0527444,1.174285897,0.857492926,0.713282504
747,747.png,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.,Perspective,Illustrations,57.28739663,58.39822832,55.77016056,1.391704748,1.313893371,1.341640786
748,748.png,an aerial view of a dining room,Perspective,Indoor Scenes,61.28837685,57.6324451,54.76990278,1.080935268,1.348488433,1.361114095
749,749.png,an aerial view of a dining room,Perspective,Indoor Scenes,64.41252908,66.26925401,66.11919346,1.145931017,1.201850425,1.190974833
750,750.png,an aerial view of a dining room,Perspective,Indoor Scenes,65.64358245,62.75589919,62.75067079,1.078769062,1.208522369,1.251315098
751,751.png,an aerial view of a dining room,Perspective,Indoor Scenes,57.82276717,57.486704,65.74797007,1.357241785,1.353358396,1.078609611
752,752.png,an aerial photo of a sandy island in the ocean,Perspective,Outdoor Scenes,61.2392518,59.04249103,60.88974261,1.371706582,1.234376041,1.045737659
753,753.png,an aerial photo of a sandy island in the ocean,Perspective,Outdoor Scenes,60.67013276,59.35967809,62.50156999,1.308876577,0.904827857,1.067872126
754,754.png,an aerial photo of a sandy island in the ocean,Perspective,Outdoor Scenes,64.30125046,60.85689258,64.17743996,0.967906042,1.231174023,1.119210248
755,755.png,an aerial photo of a sandy island in the ocean,Perspective,Outdoor Scenes,52.56667941,54.12891583,53.26549173,1.333771858,1.308876577,1.225818738
756,756.png,an aerial view of the Great Wall,Perspective,World Knowledge,62.04564328,57.79230096,60.34523862,1.08417646,1.273205652,1.353358396
757,757.png,an aerial view of the Great Wall,Perspective,World Knowledge,53.22829681,60.15393705,63.01887306,1.565247584,1.391704748,1.386969434
758,758.png,an aerial view of the Great Wall,Perspective,World Knowledge,55.23821355,56.56056789,57.91406474,1.482352327,1.225818738,1.276302225
759,759.png,an aerial view of the Great Wall,Perspective,World Knowledge,59.78876354,56.49460848,58.43840306,1.142481141,1.341640786,1.235441536
760,760.png,A bird gives an apple to a squirrel,Linguistic Structures,Animals,44.97950254,49.65134257,62.01249808,0.944513241,0.820069887,1.011628298
761,761.png,A bird gives an apple to a squirrel,Linguistic Structures,Animals,54.7429938,49.03724391,37.34327941,1.251315098,1.08417646,0.988086934
762,762.png,A bird gives an apple to a squirrel,Linguistic Structures,Animals,52.47614457,46.23966438,42.88053076,1.316894273,0.944513241,0.917662935
763,763.png,A bird gives an apple to a squirrel,Linguistic Structures,Animals,51.70147968,49.2921177,50.9689849,1.213953957,0.945905303,1.252366182
764,764.png,a classroom without any students,Linguistic Structures,People,60.66118638,62.57747504,60.14854271,1.454575359,1.134261746,1.429022485
765,765.png,a classroom without any students,Linguistic Structures,People,54.10121075,57.00435276,56.24034719,1.308876577,1.454575359,1.301820588
766,766.png,a classroom without any students,Linguistic Structures,People,56.22749499,54.47888739,56.57017456,1.391704748,1.371706582,1.431782106
767,767.png,a classroom without any students,Linguistic Structures,People,58.79081744,56.08897562,60.24496074,1.39548143,1.399247918,1.571958216
768,768.png,a car with no windows,Linguistic Structures,Vehicles,55.83185971,55.23388065,54.01092931,1.380312703,1.399247918,1.483239697
769,769.png,a car with no windows,Linguistic Structures,Vehicles,43.77815054,45.96474347,43.17508935,1.065130473,1.234376041,0.907485213
770,770.png,a car with no windows,Linguistic Structures,Vehicles,52.87909844,54.6279177,57.38093502,1.293709477,1.372665482,1.017392608
771,771.png,a car with no windows,Linguistic Structures,Vehicles,46.98163582,46.87747168,43.37932577,1.231174023,1.317893055,0.966545667
772,772.png,a closet without clothes,Linguistic Structures,Artifacts,66.28499405,56.02313461,61.1603238,1.048530021,1.281446551,1.496487115
773,773.png,a closet without clothes,Linguistic Structures,Artifacts,51.13408752,50.12006679,52.71885563,1.376494403,1.496487115,1.394538218
774,774.png,a closet without clothes,Linguistic Structures,Artifacts,52.82883147,54.51048461,51.67037182,1.209610638,0.988086934,1.276302225
775,775.png,a closet without clothes,Linguistic Structures,Artifacts,59.51425032,66.11112241,64.22695081,1.348488433,1,1.020835571
776,776.png,a banana without its peel,Linguistic Structures,Produce & Plants,59.13516268,54.28745792,48.90991021,1.468081455,1.293709477,1.417930293
777,777.png,a banana without its peel,Linguistic Structures,Produce & Plants,59.00932603,58.03346532,47.99428978,1.391704748,1.431782106,1.29269201
778,778.png,a banana without its peel,Linguistic Structures,Produce & Plants,63.98374193,58.63881624,53.79244796,1.078769062,1.099042646,1.089422831
779,779.png,a banana without its peel,Linguistic Structures,Produce & Plants,55.20630139,56.60133312,42.96372403,1.164157703,0.933458638,0.878203752
780,780.png,a plate that has no bananas on it. there is a glass without orange juice next to it.,Linguistic Structures,Food & Beverage,58.9725666,52.55170723,37.82282336,1.391704748,1.483239697,1.055641551
781,781.png,a plate that has no bananas on it. there is a glass without orange juice next to it.,Linguistic Structures,Food & Beverage,56.41283426,55.60183885,40.54324969,1.231174023,1.251315098,0.898341552
782,782.png,a plate that has no bananas on it. there is a glass without orange juice next to it.,Linguistic Structures,Food & Beverage,65.99294812,60.54357595,46.17032762,0.936585812,1.386969434,0.841191024
783,783.png,a plate that has no bananas on it. there is a glass without orange juice next to it.,Linguistic Structures,Food & Beverage,52.6248261,50.10935297,42.21591868,1.586124041,1.663066287,1.08417646
784,784.png,We painted the wall with cracks.,Linguistic Structures,Illustrations,53.68126002,53.46267448,51.35963844,1.182103388,1.316894273,1.252366182
785,785.png,We painted the wall with cracks.,Linguistic Structures,Illustrations,61.58001717,57.89914765,51.32285245,1.446411167,1.465390194,1.35627198
786,786.png,We painted the wall with cracks.,Linguistic Structures,Illustrations,64.23277533,60.79002208,61.62344579,1.071152847,1.234376041,0.864504726
787,787.png,We painted the wall with cracks.,Linguistic Structures,Illustrations,59.0545968,61.22266402,58.21862891,1.313893371,1.308876577,1.276302225
788,788.png,a kitchen without a refrigerator,Linguistic Structures,Indoor Scenes,49.87142115,48.79639716,48.46111336,1.35627198,1.23969436,1.332784975
789,789.png,a kitchen without a refrigerator,Linguistic Structures,Indoor Scenes,52.36673749,49.47884268,45.54968682,1.35627198,1.409553867,1.353358396
790,790.png,a kitchen without a refrigerator,Linguistic Structures,Indoor Scenes,49.6436264,55.97650776,48.0205125,1.386969434,1.424411236,1.490319641
791,791.png,a kitchen without a refrigerator,Linguistic Structures,Indoor Scenes,60.32284518,60.03819924,56.19543896,1.046296728,1.073334423,1.208522369
792,792.png,a street without vehicles,Linguistic Structures,Outdoor Scenes,63.7942204,64.17428038,60.37576921,1.129094239,1.136708082,1.182103388
793,793.png,a street without vehicles,Linguistic Structures,Outdoor Scenes,62.67081818,60.60607332,59.01292378,1.056309365,1.100239208,1.234376041
794,794.png,a street without vehicles,Linguistic Structures,Outdoor Scenes,62.72733622,65.74608843,60.47195831,1.134261746,1.129094239,1.348488433
795,795.png,a street without vehicles,Linguistic Structures,Outdoor Scenes,59.20080526,58.06257872,59.79637457,1.394538218,1.313893371,1.35627198
796,796.png,An aerial view of Ha Long Bay without any boats,Linguistic Structures,World Knowledge,64.02564258,58.58752171,56.42481264,1.089422831,1.273205652,0.805681579
797,797.png,An aerial view of Ha Long Bay without any boats,Linguistic Structures,World Knowledge,56.89539196,55.47600644,57.26935331,1.313893371,1.164157703,1.273205652
798,798.png,An aerial view of Ha Long Bay without any boats,Linguistic Structures,World Knowledge,64.24791891,58.43297775,57.95375864,1.078769062,1.234376041,1.313893371
799,799.png,An aerial view of Ha Long Bay without any boats,Linguistic Structures,World Knowledge,57.30785284,58.97165638,43.24733826,1.468081455,1.39548143,1.108183277
800,800.png,a corgi,Basic,Animals,38.41881425,49.41659453,52.56594818,0.705036186,0.864504726,1.076055174
801,801.png,a corgi,Basic,Animals,37.444933,48.53968888,50.18438686,0.911267994,1.23969436,1.424411236
802,802.png,a corgi,Basic,Animals,40.75560924,45.9588881,54.9009154,1.020835571,1.234376041,1.321880638
803,803.png,a corgi,Basic,Animals,43.97727032,52.86859692,59.25829284,0.901590537,1.35627198,1.316894273
804,804.png,a girl,Basic,People,37.4826316,37.37175766,33.81314329,0.657836255,0.676399542,1.095445115
805,805.png,a girl,Basic,People,34.05676889,39.1993789,32.02622864,0.749268649,1.129094239,1.050062655
806,806.png,a girl,Basic,People,37.39283064,42.85270414,32.44380161,0.834210065,1.151657844,0.901590537
807,807.png,a girl,Basic,People,31.96134922,32.19570705,32.38538998,0.825577947,0.772328446,0.827170192
808,808.png,a boat,Basic,Vehicles,38.08031497,43.67269045,45.96202923,0.848114524,0.671038298,1.020262551
809,809.png,a boat,Basic,Vehicles,42.6661026,50.31039751,52.81721073,0.97872097,1.105012503,1.297771369
810,810.png,a boat,Basic,Vehicles,41.6431993,48.07587514,58.33916651,1.039989878,1.017392608,1.391704748
811,811.png,a boat,Basic,Vehicles,45.96643824,55.73313911,62.58805643,1.316894273,1.371706582,1.045737659
812,812.png,a bench,Basic,Artifacts,46.62755527,57.58138604,62.18917339,0.692482609,1.174285897,1.380312703
813,813.png,a bench,Basic,Artifacts,39.38400825,49.06314283,58.07009287,0.779863536,1.321880638,1.468977446
814,814.png,a bench,Basic,Artifacts,41.26737284,45.15317661,52.52954673,0.951453182,0.849836586,1.4509525
815,815.png,a bench,Basic,Artifacts,47.88948283,50.89217962,49.42771333,1.182103388,1.196486083,1.164157703
816,816.png,a flower,Basic,Produce & Plants,47.03544565,45.60760652,56.51635731,1.225818738,0.618346942,1.225818738
817,817.png,a flower,Basic,Produce & Plants,44.19888622,50.58991517,60.05895966,0.955133866,0.87191394,1.116070802
818,818.png,a flower,Basic,Produce & Plants,42.44352174,49.77515086,56.98353915,0.923380517,1.196486083,1.268027893
819,819.png,a flower,Basic,Produce & Plants,41.06712124,54.94617719,56.38693262,0.936585812,1.308876577,1.490319641
820,820.png,a green pepper,Basic,Food & Beverage,42.63408431,51.46509665,61.16949816,0.910465468,1.182103388,1.065130473
821,821.png,a green pepper,Basic,Food & Beverage,41.76788285,51.61877711,55.45153661,0.885226373,1.145931017,1.218281793
822,822.png,a green pepper,Basic,Food & Beverage,41.52144071,50.74757289,61.99388455,0.917662935,1.136708082,1.134261746
823,823.png,a green pepper,Basic,Food & Beverage,47.73525856,53.70902017,58.2063669,1.174285897,1.119210248,1.277332747
824,824.png,a book cover,Basic,Illustrations,37.79966672,42.38457879,52.91159655,0.970319776,0.976328005,1.213953957
825,825.png,a book cover,Basic,Illustrations,42.7119878,48.02677822,50.50501125,0.826442095,1.011628298,1.209610638
826,826.png,a book cover,Basic,Illustrations,42.55035479,43.31993021,48.32529011,0.826442095,0.894792487,0.945905303
827,827.png,a book cover,Basic,Illustrations,43.09977032,45.70219866,52.59056143,0.97872097,0.704792186,1.209610638
828,828.png,a kitchen,Basic,Indoor Scenes,41.63012466,48.32438424,55.82681416,0.833508753,0.857492926,1.164157703
829,829.png,a kitchen,Basic,Indoor Scenes,38.61876678,47.22750451,46.20080733,0.816496581,0.944513241,1.050062655
830,830.png,a kitchen,Basic,Indoor Scenes,39.85571902,50.99752039,56.48463509,0.737468406,0.988086934,1.301820588
831,831.png,a kitchen,Basic,Indoor Scenes,42.34785436,50.48037007,50.76641818,0.933302004,1.252366182,1.190974833
832,832.png,a fall landscape,Basic,Outdoor Scenes,40.50379455,50.63201532,62.62350754,0.936585812,1.293709477,0.898341552
833,833.png,a fall landscape,Basic,Outdoor Scenes,39.55163772,49.95992046,52.24354981,0.881917104,1.23969436,1.414213562
834,834.png,a fall landscape,Basic,Outdoor Scenes,45.50759097,50.56295417,63.77198667,0.827170192,1.182103388,1.151657844
835,835.png,a fall landscape,Basic,Outdoor Scenes,37.54899647,50.53619846,55.57405779,0.621260744,1.35627198,1.409553867
836,836.png,a photo of san francisco's golden gate bridge,Basic,World Knowledge,37.1347662,41.79357393,44.93872212,0.834210065,0.832352364,1.020262551
837,837.png,a photo of san francisco's golden gate bridge,Basic,World Knowledge,41.06272707,51.5893573,54.36572357,0.834210065,1.209610638,1.165287405
838,838.png,a photo of san francisco's golden gate bridge,Basic,World Knowledge,43.33398602,50.16097885,54.75261162,1.031095483,0.933302004,1.182103388
839,839.png,a photo of san francisco's golden gate bridge,Basic,World Knowledge,38.85144288,55.32134476,52.31464598,0.998683344,0.917662935,1.414213562
840,840.png,A giraffe walking through a green grass covered field,Simple Detail,Animals,42.71677282,47.49105983,46.52861422,0.966545667,0.904827857,1.276302225
841,841.png,A giraffe walking through a green grass covered field,Simple Detail,Animals,45.19942777,49.52443927,49.66258077,0.827170192,1.056309365,1.268027893
842,842.png,A giraffe walking through a green grass covered field,Simple Detail,Animals,44.68077559,57.40488122,53.79393103,1.231174023,1.011628298,1.089422831
843,843.png,A giraffe walking through a green grass covered field,Simple Detail,Animals,41.96349595,48.81572786,46.96406692,0.910465468,0.923380517,0.88257995
844,844.png,a woman with long hair,Simple Detail,People,41.41105685,39.10332126,36.48102199,1.225818738,1.190974833,1.301820588
845,845.png,a woman with long hair,Simple Detail,People,36.28158817,39.03481482,36.8681001,0.834210065,1.025978352,0.958190302
846,846.png,a woman with long hair,Simple Detail,People,31.14071308,33.40982209,30.86622733,0.825577947,0.768533197,0.895080773
847,847.png,a woman with long hair,Simple Detail,People,38.31273834,36.80473189,35.0946047,1.099042646,0.85498196,0.777544316
848,848.png,A red bus is driving on the road,Simple Detail,Vehicles,41.41836585,52.06516367,58.36449788,1.069923755,1.145931017,1.145931017
849,849.png,A red bus is driving on the road,Simple Detail,Vehicles,44.54464873,53.59411386,54.24776488,0.904827857,1.209610638,1.518309309
850,850.png,A red bus is driving on the road,Simple Detail,Vehicles,46.05023593,61.44264561,61.07669801,0.998683344,1.116070802,1.308876577
851,851.png,A red bus is driving on the road,Simple Detail,Vehicles,45.94025443,51.89579193,58.73860981,0.837707817,1.099042646,0.964274111
852,852.png,a teddy bear on a skateboard,Simple Detail,Artifacts,39.84690041,41.86316157,40.59147555,0.639137491,0.758395279,0.967906042
853,853.png,a teddy bear on a skateboard,Simple Detail,Artifacts,39.48014997,43.62921756,39.46404146,0.639137491,0.894792487,0.809302638
854,854.png,a teddy bear on a skateboard,Simple Detail,Artifacts,40.02214197,40.11706606,39.86513778,1.020835571,1.020835571,1.025978352
855,855.png,a teddy bear on a skateboard,Simple Detail,Artifacts,40.68958459,52.67824246,44.04211794,0.718184846,1.050062655,0.923380517
856,856.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,47.84036557,52.38433944,53.92286077,1.031095483,1.276302225,1.234376041
857,857.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,43.04400758,51.9952731,50.38992717,1.128576187,1.099042646,0.764719113
858,858.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,45.51131215,49.40245673,53.97092185,0.772328446,0.87191394,1.119210248
859,859.png,a pumpkin with a candle in it,Simple Detail,Produce & Plants,50.20222041,49.69679327,58.48244423,0.933302004,1.196486083,1.020262551
860,860.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,37.70941269,48.78027309,48.31016871,0.809302638,0.988086934,1.313893371
861,861.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,45.66158299,47.61906837,51.75454939,1.276302225,1.348488433,1.316894273
862,862.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,36.03291088,48.66955268,46.61563043,0.74515982,1.23969436,1.142481141
863,863.png,A bowl of Chicken Pho,Simple Detail,Food & Beverage,37.17048861,52.18044878,51.91224288,0.737468406,0.737468406,1.256561725
864,864.png,A heart made of chocolate,Simple Detail,Illustrations,39.24153347,41.73392228,41.09316246,0.685994341,0.976328005,0.767771896
865,865.png,A heart made of chocolate,Simple Detail,Illustrations,43.99743649,49.42023398,44.73932977,0.907485213,0.966545667,0.683985568
866,866.png,A heart made of chocolate,Simple Detail,Illustrations,43.35146638,53.07466697,54.90589548,0.933302004,1.169795304,1.424411236
867,867.png,A heart made of chocolate,Simple Detail,Illustrations,45.95826964,53.45581121,54.96005087,1.073334423,1.376494403,1.136708082
868,868.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,39.76567772,45.08964802,46.76751247,0.718184846,0.944513241,1.017392608
869,869.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,39.1902483,47.34454879,43.44773327,0.816496581,1.394538218,1.134261746
870,870.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,37.35507594,42.372753,40.7350615,0.911909506,0.834210065,0.911267994
871,871.png,a coffee table with a magazine on it,Simple Detail,Indoor Scenes,43.14024648,49.70041188,46.28163106,1.031095483,1.080935268,1.147078669
872,872.png,Sunset over the sea,Simple Detail,Outdoor Scenes,49.47036021,58.98308405,60.96265287,1.164157703,1.313893371,1.011628298
